Title,Rent,Address,URL
SPACIOUS THREE BEDROOMS WITH DUAL CLOSETS IN THE MASTER,$1100,"",https://atlanta.craigslist.org/atl/apa/d/decatur-spacious-three-bedrooms-with/7102894774.html
3X2 ♥ Love your new home ♥ Gardenwood Apartments,$1100,"",https://atlanta.craigslist.org/sat/apa/d/riverdale-3x2-love-your-new-home/7091715887.html
"On-site management, Freeway access, Heat",$1281,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-on-site-management-freeway/7099088299.html
YOU DON'T WANT TO MISS THIS!,$1281,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-you-dont-want-to-miss-this/7102900572.html
"Enjoy lush landscaping! Come Look and Lease, Convenient Location",$877,"",https://atlanta.craigslist.org/nat/apa/d/lawrenceville-enjoy-lush-landscaping/7102895387.html
STOP LOOKING AND START LEASING!,$877,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-stop-looking-and-start-leasing/7102891844.html
3 Bedroom 2 Bath Waiting For You!!!!!!,$1527,"",https://atlanta.craigslist.org/nat/apa/d/lebanon-3-bedroom-2-bath-waiting-for-you/7102891388.html
"Gorgeous Hardwood-Style Flooring, Laundry Care Center, Pet-Friendly",$1527,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-gorgeous-hardwood-style/7102889317.html
OH HAPPY DAY!,$3485,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-oh-happy-day/7102888969.html
"New Month, New Space!",$3485,"",https://atlanta.craigslist.org/nat/apa/d/lebanon-new-month-new-space/7102888248.html
3 BEDROOM IS AVAILABLE IMMEDIATELY!,$1343,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-3-bedroom-is-available/7102884651.html
*Has Quarantining Made You Realize You Need MORE SPACE??*,$1343,"",https://atlanta.craigslist.org/sat/apa/d/stockbridge-has-quarantining-made-you/7102883930.html
You'll Be a Happy Living Here!,$1210,McDonough,https://atlanta.craigslist.org/sat/apa/d/mcdonough-youll-be-happy-living-here/7102878804.html
The Park at Greenbriar,$1210,"3000 Continental Colony Pkwy Atlanta, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-the-park-at-greenbriar/7102841303.html
"Playground, Short Term-Lease  6 Months only, Fitness Center",$870,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/stockbridge-playground-short-term-lease/7094391025.html
Fall Tours Available! Schedule an appointment to view today,$870,STONE MOUNTAIN,https://atlanta.craigslist.org/eat/apa/d/pine-lake-fall-tours-available-schedule/7102872145.html
#379 *RENTING SAFELY* $99 MOVE IN SPECIAL HOME FOR RENT $1050,$1281,"3000 Continental Colony Pkwy Atlanta, GA",https://atlanta.craigslist.org/eat/apa/d/stone-mountain-379-renting-safely-99/7102870730.html
The Park at Greenbriar,$1281,"1570 Sheridan Rd NE Atlanta, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-the-park-at-greenbriar/7102830021.html
"3 Bedroom, 2 bath Fully renovated! call for special",$1375,STONE MOUNTAIN,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-2-bath-fully/7102868310.html
#118 *RENTING SAFELY* $99 MOVE IN SPECIAL HOME FOR RENT $1150,$1375,Dunwoody,https://atlanta.craigslist.org/eat/apa/d/stone-mountain-118-renting-safely-99/7102865672.html
Conveniently located at Atlanta’s perimeter in peaceful Dunwoody,$1050,Duluth,https://atlanta.craigslist.org/atl/apa/d/atlanta-conveniently-located-at/7102865106.html
"Picnic Area, Disposal, Tile Floor",$1050,"4045 George Busbee Parkway, Kennesaw, Georgia",https://atlanta.craigslist.org/wat/apa/d/duluth-picnic-area-disposal-tile-floor/7102865074.html
Proper Design. Smartly Priced. Ready for Move-In! - (#8306),$870,Lithonia,https://atlanta.craigslist.org/nat/apa/d/acworth-proper-design-smartly-priced/7102845566.html
"Professionally Managed, On Site Laundry Facility, Disposal",$870,"Stone Mountain, GA",https://atlanta.craigslist.org/eat/apa/d/redan-professionally-managed-on-site/7102850591.html
There's no place like home. NO PLACE! Click here for savings now :-),$1991,"Locust Grove, GA",https://atlanta.craigslist.org/eat/apa/d/pine-lake-theres-no-place-like-home-no/7102859800.html
"Cyber Cafe, Pool, Storage",$1991,Stockbridge,https://atlanta.craigslist.org/atl/apa/d/atlanta-cyber-cafe-pool-storage/7102858188.html
"Sundeck, Window Coverings, Package Receiving",$1150,Newnan,https://atlanta.craigslist.org/atl/apa/d/atlanta-sundeck-window-coverings/7102856530.html
Beautiful single family home.,$1150,"Norcross, GA",https://atlanta.craigslist.org/atl/apa/d/locust-grove-beautiful-single-family/7102856485.html
"Window Coverings, Private Balcony, Package Receiving",$1815,Atlanta,https://atlanta.craigslist.org/atl/apa/d/atlanta-window-coverings-private/7102852418.html
"Garden Tub, Car Wash, Lake Views",$1815,Braselton Hoschton Pendergrass Jefferson,https://atlanta.craigslist.org/wat/apa/d/stockbridge-garden-tub-car-wash-lake/7095466653.html
"Wheelchair Accessible, Street Parking, Window Coverings",$1410,Atlanta,https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible-street/7100934238.html
3 BR 2 Bath on the 2nd floor Coming SOON!,$1410,Cartersville,https://atlanta.craigslist.org/sat/apa/d/newnan-3-br-2-bath-on-the-2nd-floor/7102843847.html
One Month FREE! $99 Look & Lease Today!,$1783,Marietta,https://atlanta.craigslist.org/nat/apa/d/peachtree-corners-one-month-free-99/7102838769.html
"Perfect Location, Spacious Wardrobes, Large yard",$1783,Stockbridge,https://atlanta.craigslist.org/eat/apa/d/lawrenceville-perfect-location-spacious/7088554787.html
NO STAIRS TO CLIMB IN THIS ADORABLE RANCH HOME!,$1462,Stockbridge,https://atlanta.craigslist.org/nat/apa/d/pendergrass-no-stairs-to-climb-in-this/7088482001.html
Require a place to rent or own and hope to keep money? WOW DEAL!!,$1462,"4766 White Oak Path, Stone Mountain GA 30088",https://atlanta.craigslist.org/atl/apa/d/lawrenceville-require-place-to-rent-or/7087572502.html
"Wheelchair Accessible, Now Available, Contemporary Design",$1069,Stockbridge,https://atlanta.craigslist.org/nat/apa/d/cassville-wheelchair-accessible-now/7102817991.html
TOTAL REMODEL DUPLEX FOR RENT,$1069,"4856 Huntlea Ct, Decatur GA 30034",https://atlanta.craigslist.org/nat/apa/d/marietta-total-remodel-duplex-for-rent/7102808621.html
"Pet Park, Full-Size Washer / Dryer Connections, Playground",$1585,Duluth,https://atlanta.craigslist.org/wat/apa/d/stockbridge-pet-park-full-size-washer/7094166800.html
"Lofty Nine-Foot Ceilings, State-of-the-Art Fitness Center, Spin Studio",$1585,Greenbriar Mall,https://atlanta.craigslist.org/sat/apa/d/atlanta-lofty-nine-foot-ceilings-state/7101568620.html
"Pet Park, Fireplace, Hard Surface Floors",$1585,JONESBORO,https://atlanta.craigslist.org/wat/apa/d/stockbridge-pet-park-fireplace-hard/7092155307.html
"Monitoring cameras, Pet Friendly, Clubhouse",$1585,Decatur,https://atlanta.craigslist.org/wat/apa/d/redan-monitoring-cameras-pet-friendly/7088631939.html
"On-site maintenance, On-site management, Online payments available",$850,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/atlanta-on-site-maintenance-on-site/7098662805.html
"Freeway access, Washer/dryer hookup, Playground",$850,Jonesboro,https://atlanta.craigslist.org/wat/apa/d/atlanta-freeway-access-washer-dryer/7099688990.html
Take $150.00 Off Move In Cost!,$1715,Conyers,https://atlanta.craigslist.org/sat/apa/d/atlanta-take-off-move-in-cost/7098273458.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1715,JONESBORO,https://atlanta.craigslist.org/atl/apa/d/stone-mountain-your-job-and-rental/7102758113.html
"En Suites, Playground, Soccer Ball Court",$1331,Doraville,https://atlanta.craigslist.org/wat/apa/d/stockbridge-en-suites-playground-soccer/7101424647.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1331,Brookhaven,https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7102756014.html
"Short term lease, Water, sewer, and trash, Online payments available",$1905,Atlanta,https://atlanta.craigslist.org/wat/apa/d/atlanta-short-term-lease-water-sewer/7099688862.html
"Plush Carpet, Ceiling Fans, Plank Flooring in Kitchen",$1905,Norcross,https://atlanta.craigslist.org/wat/apa/d/duluth-plush-carpet-ceiling-fans-plank/7096811238.html
Quarantine Comfortably,$1230,Jonesboro,https://atlanta.craigslist.org/sat/apa/d/atlanta-quarantine-comfortably/7099310607.html
"Night Patrol, Sundeck, Private Balcony",$1230,"789 Hammond Dr. Sandy Springs, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-night-patrol-sundeck-private/7101694096.html
"Night patrol, Disposal, Picnic areas",$1485,Decatur,https://atlanta.craigslist.org/wat/apa/d/atlanta-night-patrol-disposal-picnic/7096954281.html
You'll love living in your spacious new 3 bed / 1385 sq ft townhome,$1485,Stockbridge,https://atlanta.craigslist.org/atl/apa/d/atlanta-youll-love-living-in-your/7102655061.html
"Come see our cozy 3bed 2bath, pool & pet friendly w hwy access!!!",$649,Ellenwood,https://atlanta.craigslist.org/sat/apa/d/jonesboro-come-see-our-cozy-3bed-2bath/7102639437.html
$500.00 OFF MOVE IN SPECIAL HERE AT RAINBOW FOREST,$649,Austell,https://atlanta.craigslist.org/atl/apa/d/decatur-off-move-in-special-here-at/7102635286.html
"Large Pool, Individual Garages, Soccer Ball Court",$1059,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/stockbridge-large-pool-individual/7099791191.html
"Heat, Pool, Views",$1059,Decatur,https://atlanta.craigslist.org/wat/apa/d/atlanta-heat-pool-views/7098740864.html
"Storage, Private Patio, Elevator",$552,"150 Carrington Park Drive Gainesville, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-storage-private-patio-elevator/7102634067.html
Second Chances at Pinewood Manor,$552,Fairburn,https://atlanta.craigslist.org/sat/apa/d/riverdale-second-chances-at-pinewood/7102633050.html
"Private Sunroom, Large Bathrooms with Garden Tubs, Cozy Fireplace",$850,"710 Peachtree St NE Atlanta, GA",https://atlanta.craigslist.org/sat/apa/d/rex-private-sunroom-large-bathrooms/7102630607.html
Three Bed Two Bath Available Now!,$850,"1500 Harbor Landing Roswell, GA",https://atlanta.craigslist.org/eat/apa/d/conyers-three-bed-two-bath-available-now/7102626832.html
"Come see our cozy 3bed 2bath, pool & pet friendly w hwy access!!!",$1450,Decatur,https://atlanta.craigslist.org/sat/apa/d/jonesboro-come-see-our-cozy-3bed-2bath/7102605792.html
Regal Vista Apartments - Visitanos Hory,$1281,Canton,https://atlanta.craigslist.org/atl/apa/d/atlanta-regal-vista-apartments/7102620256.html
"House for Rent:3 Bedroom, 2 Bath in Brookhaven",$1281,"1500 Harbor Landing Roswell, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-house-for-rent3-bedroom-2-bath/7087753877.html
"Cyber cafe, Air conditioner, Picnic areas",$1328,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/atlanta-cyber-cafe-air-conditioner/7097820237.html
"3 Bedroom Fully Renovated, Stainless Steel Appliances, Walk-in Closets",$1328,Stockbridge,https://atlanta.craigslist.org/sat/apa/d/rex-3-bedroom-fully-renovated-stainless/7101668704.html
Spacious 3/2 Apartment Available Here At Leaf Stone! Apply Today!!,$1360,"1000 Wood Acres Rd Oakwood, GA",https://atlanta.craigslist.org/eat/apa/d/porterdale-spacious-3-2-apartment/7102617736.html
Close to all major shopping!,$1360,Atlanta,https://atlanta.craigslist.org/nat/apa/d/atlanta-close-to-all-major-shopping/7102616436.html
"Stylish Features, Tennis Court, BBQ Picnic Area",$1009,Cartersville,https://atlanta.craigslist.org/nat/apa/d/norcross-stylish-features-tennis-court/7102610985.html
"Vaulted Ceiling, Elevator, Wheelchair Accessible",$1009,Decatur,https://atlanta.craigslist.org/atl/apa/d/atlanta-vaulted-ceiling-elevator/7099803933.html
Blossom at Anthos at Pinewood Manor,$1355,Stockbridge,https://atlanta.craigslist.org/sat/apa/d/riverdale-blossom-at-anthos-at-pinewood/7102609646.html
"Upgraded 3 bedroom, 24hr Amentities, Laundry in unit",$1355,Norcross,https://atlanta.craigslist.org/atl/apa/d/atlanta-upgraded-3-bedroom-24hr/7102584883.html
"Range, Balcony, Views",$1385,atlanta,https://atlanta.craigslist.org/wat/apa/d/atlanta-range-balcony-views/7099763872.html
"Elegant Crown Molding, Stylish Breakfast Bar, Lofty Nine-Foot Ceilings",$1385,Lithonia,https://atlanta.craigslist.org/sat/apa/d/atlanta-elegant-crown-molding-stylish/7102594850.html
SPACIOUS THREE BEDROOMS WITH DUAL CLOSETS IN THE MASTER,$1394,Greenbriar Mall,https://atlanta.craigslist.org/atl/apa/d/decatur-spacious-three-bedrooms-with/7102598372.html
"Playground, BBQ / Picnic Area, Car Wash",$1394,"Gillette Ave SW, Atlanta, GA 30310",https://atlanta.craigslist.org/wat/apa/d/stockbridge-playground-bbq-picnic-area/7102575337.html
"Private Off-Leash Dog Park, Extra Storage, Community Clubhouse",$1350,"1862 Bitsy Grant Ct Lawrenceville, GA",https://atlanta.craigslist.org/sat/apa/d/mcdonough-private-off-leash-dog-park/7102590938.html
"""Spacious Floor Plans and Walk-In Closets""",$1350,"1862 Bitsy Grant Ct Lawrenceville, GA",https://atlanta.craigslist.org/sat/apa/d/mcdonough-spacious-floor-plans-and-walk/7102590806.html
"Private Off-Leash Dog Park, Online Resident Portal, Extra Storage",$1281,Woodstock,https://atlanta.craigslist.org/sat/apa/d/mcdonough-private-off-leash-dog-park/7102590355.html
4311 WESTGLEN DR 🎈,$1281,Woodstock,https://atlanta.craigslist.org/eat/apa/d/rex-4311-westglen-dr/7102580365.html
Beautiful 3 Bedrooms Available!,$1250,Douglasville,https://atlanta.craigslist.org/atl/apa/d/austell-beautiful-3-bedrooms-available/7102575460.html
"Playground, Beautifully Landscaped Grounds with Lake, Fireplace",$1250,"1862 Bitsy Grant Ct Lawrenceville, GA",https://atlanta.craigslist.org/wat/apa/d/stockbridge-playground-beautifully/7101593881.html
SPACIOUS THREE BEDROOMS WITH DUAL CLOSETS IN THE MASTER,$1355,Decatur,https://atlanta.craigslist.org/atl/apa/d/decatur-spacious-three-bedrooms-with/7102565973.html
Spring forward and get great April savings today!!!,$1355,"100 Woodlawn Park Drive McDonough, GA",https://atlanta.craigslist.org/nat/apa/d/gainesville-spring-forward-and-get/7102564701.html
"Convenient Location, Chair Railing, Fitness Center",$1410,"100 Woods Walk Villa Rica, GA",https://atlanta.craigslist.org/atl/apa/d/union-city-convenient-location-chair/7102562901.html
1803 PentHouse With Gorgeous Views!1,$1410,Lawrenceville,https://atlanta.craigslist.org/atl/apa/d/atlanta-1803-penthouse-with-gorgeous/7102562620.html
Virtual Tours Available 24/7,$1327,"Stone Mountain, GA",https://atlanta.craigslist.org/wat/apa/d/marietta-virtual-tours-available-24-7/7100608532.html
$300 off your move in cost TODAY ONLY!! Call the Lake House!,$1327,Wood Creek Apartments,https://atlanta.craigslist.org/nat/apa/d/roswell-300-off-your-move-in-cost-today/7102557203.html
ONE MONTH FREE RENT HERE AT RAINBOW FOREST,$1905,"100 Peaks Ridge Acworth, GA",https://atlanta.craigslist.org/atl/apa/d/decatur-one-month-free-rent-here-at/7102537044.html
Washer And Dryer Included In Extra Large 3 Bedroom,$1905,"855 Emory Point Drive Atlanta, GA",https://atlanta.craigslist.org/nat/apa/d/canton-washer-and-dryer-included-in/7102523199.html
Virtual Tours are available!! Schedule Today <3,$1400,"1570 Sheridan Rd NE Atlanta, GA",https://atlanta.craigslist.org/nat/apa/d/roswell-virtual-tours-are-available/7102554135.html
"Security Alarm, Lake Views, BBQ / Picnic Area",$1400,MCDONOUGH,https://atlanta.craigslist.org/wat/apa/d/stockbridge-security-alarm-lake-views/7102523673.html
"Sundeck, Call for Details, Convenient Location",$1353,Stone Mountain,https://atlanta.craigslist.org/sat/apa/d/rex-sundeck-call-for-details-convenient/7102544325.html
53 WEST,$1353,"4700 Surrey Rd Roswell, GA",https://atlanta.craigslist.org/nat/apa/d/oakwood-53-west/7102536039.html
(3) based on income apartments,$1318,Decatur,https://atlanta.craigslist.org/eat/apa/d/atlanta-3-based-on-income-apartments/7102474168.html
"Sundeck, Vaulted Ceiling, Disability Access",$1318,"855 Emory Point Drive Atlanta, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-sundeck-vaulted-ceiling/7100644210.html
"Washer/Dryer, Refrigerator, Elevator",$1135,Decatur,https://atlanta.craigslist.org/atl/apa/d/atlanta-washer-dryer-refrigerator/7102536977.html
"Call for Details, Sand Volleyball Court, Gated Community",$1321,"",https://atlanta.craigslist.org/nat/apa/d/cartersville-call-for-details-sand/7102536640.html
STAY SAFE THURSDAY HERE AT RAINBOW FOREST BY SELF TOURING! FREE RENT!,$1321,"",https://atlanta.craigslist.org/atl/apa/d/decatur-stay-safe-thursday-here-at/7102522037.html
"Beautifully Landscaped Grounds with Lake, Fireplace, En Suites",$1405,"",https://atlanta.craigslist.org/wat/apa/d/stockbridge-beautifully-landscaped/7101436834.html
"Gazebos, Leasing Now, Stylish Features",$1405,"",https://atlanta.craigslist.org/nat/apa/d/norcross-gazebos-leasing-now-stylish/7102525761.html
Large 3bedroom & 2 bathroom in Perfect View Available,$1945,"",https://atlanta.craigslist.org/eat/apa/d/red-oak-large-3bedroom-2-bathroom-in/7099095442.html
"Comfort and Convenience, Window Coverings, Extra Storage",$1945,"",https://atlanta.craigslist.org/eat/apa/d/redan-comfort-and-convenience-window/7102485865.html
"Complimentary Package Receiving Service, Extra Storage, ADA Accessible",$1040,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-complimentary-package/7102519265.html
"Upscale luxury living can be yours! 3 bed, 2 bath! Come in today!",$1040,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-upscale-luxury-living-can-be/7102504369.html
Welcome Home! You will be wowed ||^^open floor plan. ~!!^^ RENT NOW ^,$1310,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-welcome-home-you-will-be-wowed/7102441243.html
Start fresh this spring in your dream home,$1310,"",https://atlanta.craigslist.org/wat/apa/d/lawrenceville-start-fresh-this-spring/7102440524.html
"Linen Closet, Stylish Breakfast Bar, Resort-Style Swimming Pool",$1150,"",https://atlanta.craigslist.org/sat/apa/d/atlanta-linen-closet-stylish-breakfast/7096455412.html
Start fresh this spring in your dream home.,$1323,"",https://atlanta.craigslist.org/wat/apa/d/lawrenceville-start-fresh-this-spring/7102436662.html
Your Future Home is Waiting For You!!!!!!!!,$1323,"",https://atlanta.craigslist.org/nat/apa/d/lebanon-your-future-home-is-waiting-for/7102487138.html
"Looking for some more space, Check us out!!!!!!!",$1381,"",https://atlanta.craigslist.org/nat/apa/d/lebanon-looking-for-some-more-space/7102479083.html
All of the Endless Amenities You Deserve - 3 Bedroom Available,$1381,"",https://atlanta.craigslist.org/wat/apa/d/douglasville-all-of-the-endless/7102429600.html
Start fresh this spring in your dream home,$1995,"",https://atlanta.craigslist.org/wat/apa/d/lawrenceville-start-fresh-this-spring/7102436347.html
"On-Site Management, Built-In Microwaves, Walk-In Closets",$1995,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-on-site-management-built-in/7087826959.html
ONE MONTH FREE RENT HERE AT RAINBOW FOREST,$1395,"",https://atlanta.craigslist.org/atl/apa/d/decatur-one-month-free-rent-here-at/7102467913.html
We have the wonderful 3 bed/2 bath you’ve been waiting for!,$1395,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-we-have-the-wonderful-3-bed-2/7102467230.html
DO NOT FEAR* 3 Bedroom Still Available*KILLER SPECIALS!!,$1300,"",https://atlanta.craigslist.org/wat/apa/d/villa-rica-do-not-fear-3-bedroom-still/7102463868.html
"Stainless Steel Appliances, Come Look and Lease, Convenient Location",$1300,"",https://atlanta.craigslist.org/nat/apa/d/lawrenceville-stainless-steel/7102461002.html
There's no place like home. NO PLACE! Click here for savings now :-),$1190,"",https://atlanta.craigslist.org/eat/apa/d/pine-lake-theres-no-place-like-home-no/7102460345.html
HUGE floor plans up to 1425 square feet!,$1190,"",https://atlanta.craigslist.org/nat/apa/d/roswell-huge-floor-plans-up-to-1425/7102459845.html
Welcome to your home sweet HOME!,$2465,"",https://atlanta.craigslist.org/atl/apa/d/woodstock-welcome-to-your-home-sweet/7102459007.html
Three Bedroom Available This Summer! Take a Virtual Tour Today!,$2465,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-three-bedroom-available-this/7102436701.html
"3 bedroom 2 Bath, Get April free ! Call for more details",$1461,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-2-bath-get-april-free/7102433532.html
A COMMUNITY JUST FOR YOU!,$1461,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-community-just-for-you/7102432794.html
Renovated Polo Club Apartments!!! Come and see!!!,$1905,"",https://atlanta.craigslist.org/eat/apa/d/pine-lake-renovated-polo-club/7095933009.html
We're Still Leasing!,$1905,"",https://atlanta.craigslist.org/sat/apa/d/atlanta-were-still-leasing/7097681469.html
"Short term lease, Large closets, Group exercise",$1040,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-short-term-lease-large-closets/7102419053.html
UPDATED! GREAT AMENITIES! GREAT LOCATION! AMAZING APARTMENT UNITS!,$1040,"",https://atlanta.craigslist.org/wat/apa/d/roswell-updated-great-amenities-great/7098580280.html
STAY SAFE THURSDAY HERE AT RAINBOW FOREST BY SELF TOURING! FREE RENT!,$1804,"",https://atlanta.craigslist.org/atl/apa/d/decatur-stay-safe-thursday-here-at/7102418401.html
Large Three Bedroom Apartment Available w/ Spacious Closets Space,$1804,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-large-three-bedroom-apartment/7102410200.html
$500 Off THIS MONTH!!!,$1355,"",https://atlanta.craigslist.org/eat/apa/d/decatur-500-off-this-month/7102409391.html
☺ HUGE 1400sq ft 3bed 2 bath/ Total Electric! LAST 1 **$975.00**,$975,"Riverdale, Near Airport,Fayetteville",https://atlanta.craigslist.org/atl/apa/d/huge-1400sq-ft-3bed-2-bath-total/7098828188.html
GET YOUR NEW HOME AT MEADOWLARK APARTMENTS!,$975,MCDONOUGH,https://atlanta.craigslist.org/sat/apa/d/mcdonough-get-your-new-home-at/7102405123.html
Room in a 3bed/2bad Apartment!!!,$1210,East Atlanta,https://atlanta.craigslist.org/atl/apa/d/atlanta-room-in-3bed-2bad-apartment/7102404633.html
ONE MONTH FREE RENT HERE AT RAINBOW FOREST,$1210,Decatur,https://atlanta.craigslist.org/atl/apa/d/decatur-one-month-free-rent-here-at/7102384201.html
"3 Bedroom, 2 Bathroom Apartments !!!",$490,"Stockbridge, GA",https://atlanta.craigslist.org/sat/apa/d/stockbridge-3-bedroom-2-bathroom/7102402396.html
"Excellent school district, Water, sewer, and trash, Freeway access",$1135,"1212 James Jackson Pkwy NW Atlanta, GA",https://atlanta.craigslist.org/wat/apa/d/atlanta-excellent-school-district-water/7098731858.html
Fully renovated apartment in Atlanta!,$1428,MCDONOUGH,https://atlanta.craigslist.org/nat/apa/d/atlanta-fully-renovated-apartment-in/7102373658.html
SPACIOUS THREE BEDROOMS WITH DUAL CLOSETS IN THE MASTER!,$1355,MCDONOUGH,https://atlanta.craigslist.org/sat/apa/d/mcdonough-spacious-three-bedrooms-with/7102401511.html
ONLY 1 - LEFT-3 BEDROOM- READY IMMEDIATELY!,$1355,"100 Peyton Place SW Atlanta, GA",https://atlanta.craigslist.org/sat/apa/d/mcdonough-only-1-left-3-bedroom-ready/7102401401.html
3 BEDROOM 2 BATH!! MOVE IN TODAY!!,$1410,Douglasville,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-2-bath-move-in-today/7102400036.html
"Contemporary Comfort, Custom Cabinetry, Lake Views",$1410,"McDonough, GA",https://atlanta.craigslist.org/wat/apa/d/douglasville-contemporary-comfort/7102391998.html
Newly Renovated with Amazing Natural Light,$1210,Lawrenceville,https://atlanta.craigslist.org/sat/apa/d/mcdonough-newly-renovated-with-amazing/7102391227.html
Super Spacious Floor plans! Ask about our daily special!!,$1210,"1212 James Jackson Pkwy NW Atlanta, GA",https://atlanta.craigslist.org/nat/apa/d/lawrenceville-super-spacious-floor/7102390861.html
Virtual Tour Available!,$1210,Duluth,https://atlanta.craigslist.org/atl/apa/d/atlanta-virtual-tour-available/7102373552.html
"Ceiling Fans, Yoga Room, Playground",$1210,Duluth,https://atlanta.craigslist.org/wat/apa/d/duluth-ceiling-fans-yoga-room-playground/7102390122.html
"Bark Park, Espresso Cabinetry with Hardware, Dishwasher",$1320,Stockbridge,https://atlanta.craigslist.org/wat/apa/d/duluth-bark-park-espresso-cabinetry/7102390078.html
"Beautifully Landscaped Grounds with Lake, Individual Garages, Pet Park",$1320,Lawrenceville,https://atlanta.craigslist.org/wat/apa/d/stockbridge-beautifully-landscaped/7100269680.html
Luxurious Amenities at Knollwood Park,$1379,Big Creek Greenway,https://atlanta.craigslist.org/nat/apa/d/lawrenceville-luxurious-amenities-at/7102358751.html
"We fit your lifestyle! 3 bedroom, 2 bath! IMT Alpharetta",$1379,"3384 Mt Zion Road Stockbridge, GA",https://atlanta.craigslist.org/nat/apa/d/roswell-we-fit-your-lifestyle-3-bedroom/7102382659.html
NEED MORE SPACE?! Check us out!,$1310,Austell,https://atlanta.craigslist.org/sat/apa/d/stockbridge-need-more-space-check-us-out/7102378876.html
Available Now! Spacious Three Bedrooms,$1310,"100 Akers Ridge Drive Atlanta, GA",https://atlanta.craigslist.org/atl/apa/d/austell-available-now-spacious-three/7102377174.html
Make Gables Mill your new Home,$1730,"Norcross, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-make-gables-mill-your-new-home/7102373293.html
One Month FREE! $99 Look & Lease Today!,$1730,"4045 George Busbee Parkway, Kennesaw, Georgia",https://atlanta.craigslist.org/nat/apa/d/peachtree-corners-one-month-free-99/7102372286.html
"Terrace Level, New carpet,wooded view",$1410,"100 Woodlawn Park Drive McDonough, GA",https://atlanta.craigslist.org/nat/apa/d/kennesaw-terrace-level-new-carpetwooded/7102369376.html
Proper Design. Smartly Priced. Ready for Move-In! - (#8306),$1410,East Cobb-Marietta,https://atlanta.craigslist.org/nat/apa/d/acworth-proper-design-smartly-priced/7102353336.html
3 BEDROOM FOR IMMEDIATE MOVE IN!! CALL US TO RESERVE IT!,$1410,Morningside,https://atlanta.craigslist.org/sat/apa/d/mcdonough-3-bedroom-for-immediate-move/7102362276.html
"Cyber cafe, Pets allowed, Huge floor plans",$1410,Duluth,https://atlanta.craigslist.org/wat/apa/d/atlanta-cyber-cafe-pets-allowed-huge/7102351882.html
"Patio, Refrigerator, Tennis court(s)",$1410,Douglasville,https://atlanta.craigslist.org/wat/apa/d/atlanta-patio-refrigerator-tennis-courts/7097920167.html
"Playground, Water, sewer, and trash, Short term lease",$1410,Lawrenceville,https://atlanta.craigslist.org/wat/apa/d/atlanta-playground-water-sewer-and/7096941439.html
"Fireplaces with Gas Starters, Controlled Access/Gated, Package Lockers",$1180,"789 Hammond Dr. Sandy Springs, GA",https://atlanta.craigslist.org/wat/apa/d/atlanta-fireplaces-with-gas-starters/7086647991.html
"Completely renovated ranch home. 3 bd, 2 ba, two car garage, ...",$1180,Virginia Highland - Atlanta,https://atlanta.craigslist.org/nat/apa/d/marietta-completely-renovated-ranch/7102298550.html
"Pet Friendly, Night Patrol, Close to Freeway",$1295,Atlanta,https://atlanta.craigslist.org/eat/apa/d/marietta-pet-friendly-night-patrol/7099209508.html
"Clubroom, Refrigerator, Patio",$1295,"100 Woodlawn Park Drive McDonough, GA",https://atlanta.craigslist.org/wat/apa/d/atlanta-clubroom-refrigerator-patio/7096890133.html
"Private Balcony, Basketball Court(s), Rec Room",$1635,Jonesboro,https://atlanta.craigslist.org/atl/apa/d/atlanta-private-balcony-basketball/7093255885.html
